farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
1074,24,0,5,0.2,5,0,"needs crop improvement, bad net yield, precisionfarming, croprotation, covercrops"
1075,12,18,16,1.3,-2,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
1076,6,9,23,3.8,14,0,"commendable crop yield,  excellent net yield,  croprotation,  naturalpestmanagement,  greenhousegrowing"
1077,2,11,2,1,-9,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
1078,28,14,26,0.9,12,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
1079,21,8,27,1.3,19,0,"commendable crop yield,  bad net yield,  precisionfarming,  pestcontrol"
1080,1,19,10,10,-9,1,"good crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
1081,12,16,15,1.2,-1,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
1082,26,16,15,0.6,-1,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
1083,22,19,26,1.2,7,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
1084,29,11,10,0.3,-1,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
1085,12,6,28,2.3,22,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  covercrops,  naturalpestmanagement"
1086,25,1,13,0.5,12,0,"needs crop improvement,  bad net yield,  vermiculture,  fertilization"
1087,17,2,19,1.1,17,0,"commendable crop yield,  good net yield,  irrigation,  vermiculture"
1088,27,16,7,0.3,-9,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
1089,27,4,17,0.6,13,0,"needs crop improvement,  bad net yield,  vermiculture,  irrigation,  soilmanagement"
1090,10,16,20,2,4,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
1091,28,16,29,1,13,0,"average crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
1092,28,16,2,0.1,-14,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
1093,16,1,28,1.8,27,1,"terrible crop yield,  excellent net yield,  fertilization,  vermiculture,  irrigation"
1094,15,1,23,1.5,22,0,"commendable crop yield,  excellent net yield,  fertilization,  organicfarming,  pollinatorfriendly"
1095,15,4,7,0.5,3,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  fertilization,  vermiculture"
1096,19,0,13,0.7,13,0,"needs crop improvement, bad net yield, mulching, sustainablepractices"
1097,12,0,15,1.2,15,0,"commendable crop yield,  excellent net yield,  farmersmarket,  farmtofork"
1098,23,18,11,0.5,-7,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
1099,20,1,29,1.4,28,0,"commendable crop yield,  excellent net yield,  fertilization,  soilmanagement"
1100,25,11,4,0.2,-7,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
